uby	ubd	total_reads	year	unitbox	doy	box_in_study
2_116_2019	2_116_174	17366	2019	2_116	174	Yes
2_116_2019	2_116_175	1429	2019	2_116	175	Yes
2_116_2019	2_116_176	1	2019	2_116	176	Yes
2_116_2019	2_116_177	429	2019	2_116	177	Yes
2_116_2019	2_116_178	109	2019	2_116	178	Yes
2_117_2019	2_117_152	8	2019	2_117	152	Yes
2_117_2019	2_117_154	2	2019	2_117	154	Yes
2_117_2019	2_117_157	1	2019	2_117	157	Yes
2_117_2018	2_117_146	687	2018	2_117	146	Yes
2_117_2018	2_117_147	912	2018	2_117	147	Yes
2_117_2018	2_117_148	4565	2018	2_117	148	Yes
2_117_2018	2_117_149	4846	2018	2_117	149	Yes
2_117_2018	2_117_150	4228	2018	2_117	150	Yes
2_117_2018	2_117_151	1962	2018	2_117	151	Yes
2_117_2018	2_117_152	4475	2018	2_117	152	Yes
2_117_2018	2_117_153	1289	2018	2_117	153	Yes
2_117_2018	2_117_154	1608	2018	2_117	154	Yes
2_117_2018	2_117_155	1714	2018	2_117	155	Yes
2_117_2018	2_117_156	1419	2018	2_117	156	Yes
2_117_2018	2_117_157	658	2018	2_117	157	Yes
2_117_2018	2_117_158	1936	2018	2_117	158	Yes
2_117_2018	2_117_159	2822	2018	2_117	159	Yes
2_117_2018	2_117_160	2448	2018	2_117	160	Yes
2_117_2018	2_117_161	1371	2018	2_117	161	Yes
2_117_2018	2_117_162	1155	2018	2_117	162	Yes
2_117_2018	2_117_163	831	2018	2_117	163	Yes
2_117_2018	2_117_164	940	2018	2_117	164	Yes
2_117_2018	2_117_165	1163	2018	2_117	165	Yes
2_117_2018	2_117_166	1314	2018	2_117	166	Yes
2_117_2018	2_117_167	1903	2018	2_117	167	Yes
2_117_2018	2_117_168	1797	2018	2_117	168	Yes
2_117_2018	2_117_169	1680	2018	2_117	169	Yes
2_117_2018	2_117_170	1549	2018	2_117	170	Yes
2_117_2018	2_117_171	1376	2018	2_117	171	Yes
2_117_2018	2_117_172	1634	2018	2_117	172	Yes
2_117_2018	2_117_173	4360	2018	2_117	173	Yes
2_117_2018	2_117_174	12772	2018	2_117	174	Yes
2_117_2018	2_117_175	18012	2018	2_117	175	Yes
2_117_2018	2_117_176	22444	2018	2_117	176	Yes
2_117_2018	2_117_177	20157	2018	2_117	177	Yes
2_117_2018	2_117_178	7647	2018	2_117	178	Yes
2_117_2018	2_117_179	9053	2018	2_117	179	Yes
2_117_2018	2_117_180	3329	2018	2_117	180	Yes
2_117_2018	2_117_181	36	2018	2_117	181	Yes
2_117_2018	2_117_183	9	2018	2_117	183	Yes
2_117_2018	2_117_184	4	2018	2_117	184	Yes
2_12_2019	2_12_109	55	2019	2_12	109	Yes
2_12_2019	2_12_110	1	2019	2_12	110	Yes
2_12_2019	2_12_111	106	2019	2_12	111	Yes
2_12_2019	2_12_115	29	2019	2_12	115	Yes
2_12_2019	2_12_120	8	2019	2_12	120	Yes
2_12_2019	2_12_121	1	2019	2_12	121	Yes
2_12_2019	2_12_133	1	2019	2_12	133	Yes
2_12_2019	2_12_136	9	2019	2_12	136	Yes
2_12_2019	2_12_149	7	2019	2_12	149	Yes
2_12_2019	2_12_155	1	2019	2_12	155	Yes
2_12_2019	2_12_161	208	2019	2_12	161	Yes
2_12_2019	2_12_162	907	2019	2_12	162	Yes
2_12_2019	2_12_163	1073	2019	2_12	163	Yes
2_12_2019	2_12_164	150	2019	2_12	164	Yes
2_12_2019	2_12_165	54	2019	2_12	165	Yes
2_12_2019	2_12_169	3	2019	2_12	169	Yes
2_12_2019	2_12_172	2	2019	2_12	172	Yes
2_12_2019	2_12_177	5	2019	2_12	177	Yes
2_12_2019	2_12_179	2	2019	2_12	179	Yes
2_12_2019	2_12_181	139	2019	2_12	181	Yes
2_12_2018	2_12_141	168	2018	2_12	141	Yes
2_12_2018	2_12_142	154	2018	2_12	142	Yes
2_12_2018	2_12_143	471	2018	2_12	143	Yes
2_12_2018	2_12_144	996	2018	2_12	144	Yes
2_12_2018	2_12_145	3080	2018	2_12	145	Yes
2_12_2018	2_12_146	2917	2018	2_12	146	Yes
2_12_2018	2_12_147	331	2018	2_12	147	Yes
2_12_2018	2_12_148	2116	2018	2_12	148	Yes
2_12_2018	2_12_149	4706	2018	2_12	149	Yes
2_12_2018	2_12_150	1188	2018	2_12	150	Yes
2_12_2018	2_12_151	662	2018	2_12	151	Yes
2_12_2018	2_12_152	1869	2018	2_12	152	Yes
2_12_2018	2_12_153	514	2018	2_12	153	Yes
2_12_2018	2_12_154	446	2018	2_12	154	Yes
2_12_2018	2_12_155	430	2018	2_12	155	Yes
2_12_2018	2_12_156	376	2018	2_12	156	Yes
2_12_2018	2_12_157	291	2018	2_12	157	Yes
2_12_2018	2_12_158	713	2018	2_12	158	Yes
2_12_2018	2_12_159	1179	2018	2_12	159	Yes
2_12_2018	2_12_160	1327	2018	2_12	160	Yes
2_12_2018	2_12_161	1475	2018	2_12	161	Yes
2_12_2018	2_12_162	1848	2018	2_12	162	Yes
2_12_2018	2_12_163	1257	2018	2_12	163	Yes
2_12_2018	2_12_164	1130	2018	2_12	164	Yes
2_12_2018	2_12_165	970	2018	2_12	165	Yes
2_12_2018	2_12_166	3095	2018	2_12	166	Yes
2_12_2018	2_12_167	8065	2018	2_12	167	Yes
2_12_2018	2_12_168	12701	2018	2_12	168	Yes
2_12_2018	2_12_169	13777	2018	2_12	169	Yes
2_12_2018	2_12_170	11882	2018	2_12	170	Yes
2_12_2018	2_12_171	22581	2018	2_12	171	Yes
2_12_2018	2_12_172	24675	2018	2_12	172	Yes
2_12_2018	2_12_173	20734	2018	2_12	173	Yes
2_12_2018	2_12_174	733	2018	2_12	174	Yes
2_12_2018	2_12_175	215	2018	2_12	175	Yes
2_12_2018	2_12_176	613	2018	2_12	176	Yes
2_12_2018	2_12_177	310	2018	2_12	177	Yes
2_12_2018	2_12_180	44	2018	2_12	180	Yes
2_12_2018	2_12_181	186	2018	2_12	181	Yes
2_12_2018	2_12_182	287	2018	2_12	182	Yes
2_120_2019	2_120_144	193	2019	2_120	144	Yes
2_120_2019	2_120_145	654	2019	2_120	145	Yes
2_120_2019	2_120_146	1048	2019	2_120	146	Yes
2_120_2019	2_120_147	1222	2019	2_120	147	Yes
2_120_2019	2_120_148	419	2019	2_120	148	Yes
2_120_2019	2_120_149	494	2019	2_120	149	Yes
2_120_2019	2_120_150	581	2019	2_120	150	Yes
2_120_2019	2_120_151	940	2019	2_120	151	Yes
2_120_2019	2_120_152	881	2019	2_120	152	Yes
2_120_2019	2_120_153	683	2019	2_120	153	Yes
2_120_2019	2_120_154	421	2019	2_120	154	Yes
2_120_2019	2_120_155	473	2019	2_120	155	Yes
2_120_2019	2_120_156	787	2019	2_120	156	Yes
2_120_2019	2_120_157	584	2019	2_120	157	Yes
2_120_2019	2_120_158	922	2019	2_120	158	Yes
2_120_2019	2_120_159	1489	2019	2_120	159	Yes
2_120_2019	2_120_160	1622	2019	2_120	160	Yes
2_120_2019	2_120_161	1229	2019	2_120	161	Yes
2_120_2019	2_120_162	1337	2019	2_120	162	Yes
2_120_2019	2_120_163	1647	2019	2_120	163	Yes
2_120_2019	2_120_164	834	2019	2_120	164	Yes
2_120_2019	2_120_165	1648	2019	2_120	165	Yes
2_120_2019	2_120_166	1723	2019	2_120	166	Yes
2_120_2019	2_120_167	1005	2019	2_120	167	Yes
2_120_2019	2_120_168	1751	2019	2_120	168	Yes
2_120_2019	2_120_169	1871	2019	2_120	169	Yes
2_120_2019	2_120_170	2830	2019	2_120	170	Yes
2_120_2019	2_120_171	5617	2019	2_120	171	Yes
2_120_2019	2_120_172	15884	2019	2_120	172	Yes
2_120_2019	2_120_173	16005	2019	2_120	173	Yes
2_120_2019	2_120_174	19703	2019	2_120	174	Yes
2_120_2019	2_120_175	5545	2019	2_120	175	Yes
2_120_2019	2_120_177	13	2019	2_120	177	Yes
2_121_2019	2_121_142	283	2019	2_121	142	Yes
2_121_2019	2_121_143	283	2019	2_121	143	Yes
2_121_2019	2_121_144	132	2019	2_121	144	Yes
2_121_2019	2_121_145	110	2019	2_121	145	Yes
2_121_2019	2_121_146	129	2019	2_121	146	Yes
2_121_2019	2_121_147	75	2019	2_121	147	Yes
2_121_2019	2_121_151	32	2019	2_121	151	Yes
2_121_2019	2_121_152	86	2019	2_121	152	Yes
2_121_2019	2_121_153	115	2019	2_121	153	Yes
2_121_2019	2_121_154	53	2019	2_121	154	Yes
2_121_2019	2_121_155	41	2019	2_121	155	Yes
2_121_2019	2_121_156	111	2019	2_121	156	Yes
2_121_2019	2_121_157	198	2019	2_121	157	Yes
2_121_2019	2_121_158	229	2019	2_121	158	Yes
2_121_2019	2_121_159	105	2019	2_121	159	Yes
2_121_2019	2_121_160	111	2019	2_121	160	Yes
2_121_2019	2_121_161	143	2019	2_121	161	Yes
2_121_2019	2_121_162	164	2019	2_121	162	Yes
2_121_2019	2_121_163	202	2019	2_121	163	Yes
2_121_2019	2_121_164	139	2019	2_121	164	Yes
2_121_2019	2_121_165	185	2019	2_121	165	Yes
2_121_2019	2_121_166	181	2019	2_121	166	Yes
2_121_2019	2_121_167	3496	2019	2_121	167	Yes
2_121_2019	2_121_168	95	2019	2_121	168	Yes
2_121_2019	2_121_169	33	2019	2_121	169	Yes
2_121_2019	2_121_170	10	2019	2_121	170	Yes
2_121_2019	2_121_172	25	2019	2_121	172	Yes
2_121_2019	2_121_173	7	2019	2_121	173	Yes
2_121_2019	2_121_174	45	2019	2_121	174	Yes
2_121_2019	2_121_175	8	2019	2_121	175	Yes
2_121_2018	2_121_144	1377	2018	2_121	144	Yes
2_121_2018	2_121_145	3574	2018	2_121	145	Yes
2_121_2018	2_121_146	4795	2018	2_121	146	Yes
2_121_2018	2_121_147	1065	2018	2_121	147	Yes
2_121_2018	2_121_148	4654	2018	2_121	148	Yes
2_121_2018	2_121_149	6173	2018	2_121	149	Yes
2_121_2018	2_121_150	4823	2018	2_121	150	Yes
2_121_2018	2_121_151	2856	2018	2_121	151	Yes
2_121_2018	2_121_152	4889	2018	2_121	152	Yes
2_121_2018	2_121_153	1645	2018	2_121	153	Yes
2_121_2018	2_121_154	1680	2018	2_121	154	Yes
2_121_2018	2_121_155	3000	2018	2_121	155	Yes
2_121_2018	2_121_156	3126	2018	2_121	156	Yes
2_121_2018	2_121_157	1283	2018	2_121	157	Yes
2_121_2018	2_121_158	2703	2018	2_121	158	Yes
2_121_2018	2_121_159	3917	2018	2_121	159	Yes
2_121_2018	2_121_160	1457	2018	2_121	160	Yes
2_121_2018	2_121_161	214	2018	2_121	161	Yes
2_121_2018	2_121_162	684	2018	2_121	162	Yes
2_121_2018	2_121_163	1203	2018	2_121	163	Yes
2_121_2018	2_121_164	809	2018	2_121	164	Yes
2_121_2018	2_121_165	1565	2018	2_121	165	Yes
2_121_2018	2_121_166	1554	2018	2_121	166	Yes
2_121_2018	2_121_167	2257	2018	2_121	167	Yes
2_121_2018	2_121_168	1924	2018	2_121	168	Yes
2_121_2018	2_121_169	1516	2018	2_121	169	Yes
2_121_2018	2_121_170	1937	2018	2_121	170	Yes
2_121_2018	2_121_171	1950	2018	2_121	171	Yes
2_121_2018	2_121_172	3125	2018	2_121	172	Yes
2_121_2018	2_121_173	7387	2018	2_121	173	Yes
2_121_2018	2_121_174	8932	2018	2_121	174	Yes
2_121_2018	2_121_175	7378	2018	2_121	175	Yes
2_121_2018	2_121_176	8411	2018	2_121	176	Yes
2_121_2018	2_121_177	8305	2018	2_121	177	Yes
2_121_2018	2_121_178	15817	2018	2_121	178	Yes
2_121_2018	2_121_179	6708	2018	2_121	179	Yes
2_121_2018	2_121_180	8	2018	2_121	180	Yes
2_121_2018	2_121_184	1	2018	2_121	184	Yes
2_121_2018	2_121_188	13	2018	2_121	188	Yes
2_121_2018	2_121_200	7	2018	2_121	200	Yes
2_122_2019	2_122_101	52	2019	2_122	101	Yes
2_122_2019	2_122_102	270	2019	2_122	102	Yes
2_122_2019	2_122_103	369	2019	2_122	103	Yes
2_122_2019	2_122_104	168	2019	2_122	104	Yes
2_122_2019	2_122_105	36	2019	2_122	105	Yes
2_122_2019	2_122_106	821	2019	2_122	106	Yes
2_122_2019	2_122_107	364	2019	2_122	107	Yes
2_122_2019	2_122_108	117	2019	2_122	108	Yes
2_122_2019	2_122_109	631	2019	2_122	109	Yes
2_122_2019	2_122_110	252	2019	2_122	110	Yes
2_122_2019	2_122_111	140	2019	2_122	111	Yes
2_122_2019	2_122_113	692	2019	2_122	113	Yes
2_122_2019	2_122_114	427	2019	2_122	114	Yes
2_122_2019	2_122_115	693	2019	2_122	115	Yes
2_122_2019	2_122_116	88	2019	2_122	116	Yes
2_122_2019	2_122_117	827	2019	2_122	117	Yes
2_122_2019	2_122_118	4	2019	2_122	118	Yes
2_122_2019	2_122_119	932	2019	2_122	119	Yes
2_122_2019	2_122_120	137	2019	2_122	120	Yes
2_122_2019	2_122_121	631	2019	2_122	121	Yes
2_122_2019	2_122_122	1231	2019	2_122	122	Yes
2_122_2019	2_122_123	64	2019	2_122	123	Yes
2_122_2019	2_122_125	144	2019	2_122	125	Yes
2_122_2019	2_122_126	2226	2019	2_122	126	Yes
2_122_2019	2_122_127	695	2019	2_122	127	Yes
2_122_2019	2_122_128	552	2019	2_122	128	Yes
2_122_2019	2_122_129	792	2019	2_122	129	Yes
2_122_2019	2_122_130	1172	2019	2_122	130	Yes
2_122_2019	2_122_131	399	2019	2_122	131	Yes
2_122_2019	2_122_132	23	2019	2_122	132	Yes
2_122_2019	2_122_133	227	2019	2_122	133	Yes
2_122_2019	2_122_134	202	2019	2_122	134	Yes
2_122_2019	2_122_135	1288	2019	2_122	135	Yes
2_122_2019	2_122_136	880	2019	2_122	136	Yes
2_122_2019	2_122_137	3148	2019	2_122	137	Yes
2_122_2019	2_122_138	4109	2019	2_122	138	Yes
2_122_2019	2_122_139	7719	2019	2_122	139	Yes
2_122_2019	2_122_140	3332	2019	2_122	140	Yes
2_122_2019	2_122_141	1283	2019	2_122	141	Yes
2_122_2019	2_122_142	1329	2019	2_122	142	Yes
2_122_2019	2_122_143	1336	2019	2_122	143	Yes
2_122_2019	2_122_144	963	2019	2_122	144	Yes
2_122_2019	2_122_145	1171	2019	2_122	145	Yes
2_122_2019	2_122_146	2252	2019	2_122	146	Yes
2_122_2019	2_122_147	1998	2019	2_122	147	Yes
2_122_2019	2_122_148	1946	2019	2_122	148	Yes
2_122_2019	2_122_149	2200	2019	2_122	149	Yes
2_122_2019	2_122_150	2206	2019	2_122	150	Yes
2_122_2019	2_122_151	2863	2019	2_122	151	Yes
2_122_2019	2_122_152	4724	2019	2_122	152	Yes
2_122_2019	2_122_153	1636	2019	2_122	153	Yes
2_122_2019	2_122_154	1066	2019	2_122	154	Yes
2_122_2019	2_122_155	1127	2019	2_122	155	Yes
2_122_2019	2_122_156	3224	2019	2_122	156	Yes
2_122_2019	2_122_157	1045	2019	2_122	157	Yes
2_122_2019	2_122_158	1872	2019	2_122	158	Yes
2_122_2019	2_122_159	2192	2019	2_122	159	Yes
2_122_2019	2_122_160	1356	2019	2_122	160	Yes
2_122_2019	2_122_161	749	2019	2_122	161	Yes
2_122_2019	2_122_162	689	2019	2_122	162	Yes
2_122_2019	2_122_163	1139	2019	2_122	163	Yes
2_122_2019	2_122_164	553	2019	2_122	164	Yes
2_122_2019	2_122_165	886	2019	2_122	165	Yes
2_122_2019	2_122_166	615	2019	2_122	166	Yes
2_122_2019	2_122_167	424	2019	2_122	167	Yes
2_122_2019	2_122_168	324	2019	2_122	168	Yes
2_122_2019	2_122_169	31	2019	2_122	169	Yes
2_122_2019	2_122_170	9	2019	2_122	170	Yes
2_122_2019	2_122_173	4	2019	2_122	173	Yes
2_122_2019	2_122_174	118	2019	2_122	174	Yes
2_122_2018	2_122_136	148	2018	2_122	136	Yes
2_122_2018	2_122_137	870	2018	2_122	137	Yes
2_122_2018	2_122_138	2810	2018	2_122	138	Yes
2_122_2018	2_122_139	355	2018	2_122	139	Yes
2_122_2018	2_122_140	1635	2018	2_122	140	Yes
2_122_2018	2_122_141	2973	2018	2_122	141	Yes
2_122_2018	2_122_142	966	2018	2_122	142	Yes
2_122_2018	2_122_143	2532	2018	2_122	143	Yes
2_122_2018	2_122_144	3766	2018	2_122	144	Yes
2_122_2018	2_122_145	3591	2018	2_122	145	Yes
2_122_2018	2_122_146	3166	2018	2_122	146	Yes
2_122_2018	2_122_147	958	2018	2_122	147	Yes
2_122_2018	2_122_148	2249	2018	2_122	148	Yes
2_122_2018	2_122_149	1482	2018	2_122	149	Yes
2_122_2018	2_122_150	1266	2018	2_122	150	Yes
2_122_2018	2_122_151	673	2018	2_122	151	Yes
2_122_2018	2_122_152	1100	2018	2_122	152	Yes
2_122_2018	2_122_153	747	2018	2_122	153	Yes
2_122_2018	2_122_154	842	2018	2_122	154	Yes
2_122_2018	2_122_155	732	2018	2_122	155	Yes
2_122_2018	2_122_156	513	2018	2_122	156	Yes
2_122_2018	2_122_157	308	2018	2_122	157	Yes
2_122_2018	2_122_158	216	2018	2_122	158	Yes
2_122_2018	2_122_159	171	2018	2_122	159	Yes
2_122_2018	2_122_160	131	2018	2_122	160	Yes
2_122_2018	2_122_161	15	2018	2_122	161	Yes
2_122_2018	2_122_162	96	2018	2_122	162	Yes
2_122_2018	2_122_163	763	2018	2_122	163	Yes
2_122_2018	2_122_164	323	2018	2_122	164	Yes
2_122_2018	2_122_165	189	2018	2_122	165	Yes
2_122_2018	2_122_173	32	2018	2_122	173	Yes
2_122_2018	2_122_174	32	2018	2_122	174	Yes
2_122_2018	2_122_176	44	2018	2_122	176	Yes
2_122_2018	2_122_177	6	2018	2_122	177	Yes
2_122_2018	2_122_179	4	2018	2_122	179	Yes
2_122_2018	2_122_180	47	2018	2_122	180	Yes
2_122_2018	2_122_182	2	2018	2_122	182	Yes
2_122_2018	2_122_188	31	2018	2_122	188	Yes
2_124_2019	2_124_155	765	2019	2_124	155	Yes
2_124_2019	2_124_156	2747	2019	2_124	156	Yes
2_124_2019	2_124_157	831	2019	2_124	157	Yes
2_124_2019	2_124_158	3273	2019	2_124	158	Yes
2_124_2019	2_124_159	4245	2019	2_124	159	Yes
2_124_2019	2_124_160	3368	2019	2_124	160	Yes
2_124_2019	2_124_161	1414	2019	2_124	161	Yes
2_124_2019	2_124_162	72	2019	2_124	162	Yes
2_124_2019	2_124_163	2409	2019	2_124	163	Yes
2_124_2019	2_124_164	970	2019	2_124	164	Yes
2_124_2019	2_124_165	401	2019	2_124	165	Yes
2_124_2019	2_124_166	708	2019	2_124	166	Yes
2_124_2019	2_124_172	7	2019	2_124	172	Yes
2_124_2019	2_124_174	30	2019	2_124	174	Yes
2_124_2019	2_124_180	14	2019	2_124	180	Yes
2_124_2018	2_124_138	467	2018	2_124	138	Yes
2_124_2018	2_124_139	160	2018	2_124	139	Yes
2_124_2018	2_124_140	1300	2018	2_124	140	Yes
2_124_2018	2_124_141	2021	2018	2_124	141	Yes
2_124_2018	2_124_142	587	2018	2_124	142	Yes
2_124_2018	2_124_143	1701	2018	2_124	143	Yes
2_124_2018	2_124_144	3303	2018	2_124	144	Yes
2_124_2018	2_124_145	4139	2018	2_124	145	Yes
2_124_2018	2_124_146	3169	2018	2_124	146	Yes
2_124_2018	2_124_147	1089	2018	2_124	147	Yes
2_124_2018	2_124_148	2512	2018	2_124	148	Yes
2_124_2018	2_124_149	2751	2018	2_124	149	Yes
2_124_2018	2_124_150	2856	2018	2_124	150	Yes
2_124_2018	2_124_151	1180	2018	2_124	151	Yes
2_124_2018	2_124_152	2923	2018	2_124	152	Yes
2_124_2018	2_124_153	439	2018	2_124	153	Yes
2_124_2018	2_124_154	490	2018	2_124	154	Yes
2_124_2018	2_124_155	403	2018	2_124	155	Yes
2_124_2018	2_124_156	290	2018	2_124	156	Yes
2_124_2018	2_124_157	221	2018	2_124	157	Yes
2_124_2018	2_124_158	1657	2018	2_124	158	Yes
2_124_2018	2_124_159	3427	2018	2_124	159	Yes
2_124_2018	2_124_160	1461	2018	2_124	160	Yes
2_124_2018	2_124_161	1071	2018	2_124	161	Yes
2_124_2018	2_124_162	1943	2018	2_124	162	Yes
2_124_2018	2_124_163	356	2018	2_124	163	Yes
2_124_2018	2_124_164	313	2018	2_124	164	Yes
2_124_2018	2_124_165	419	2018	2_124	165	Yes
2_124_2018	2_124_166	658	2018	2_124	166	Yes
2_124_2018	2_124_167	1886	2018	2_124	167	Yes
2_124_2018	2_124_168	5145	2018	2_124	168	Yes
2_124_2018	2_124_169	3764	2018	2_124	169	Yes
2_124_2018	2_124_171	5	2018	2_124	171	Yes
2_124_2018	2_124_172	15	2018	2_124	172	Yes
2_127_2019	2_127_149	215	2019	2_127	149	Yes
2_127_2019	2_127_150	680	2019	2_127	150	Yes
2_127_2019	2_127_151	932	2019	2_127	151	Yes
2_127_2019	2_127_152	1086	2019	2_127	152	Yes
2_127_2019	2_127_153	676	2019	2_127	153	Yes
2_127_2019	2_127_154	193	2019	2_127	154	Yes
2_127_2019	2_127_155	903	2019	2_127	155	Yes
2_127_2019	2_127_156	1283	2019	2_127	156	Yes
2_127_2019	2_127_157	605	2019	2_127	157	Yes
2_127_2019	2_127_158	1279	2019	2_127	158	Yes
2_127_2019	2_127_159	1475	2019	2_127	159	Yes
2_127_2019	2_127_160	1741	2019	2_127	160	Yes
2_127_2019	2_127_161	578	2019	2_127	161	Yes
2_127_2019	2_127_162	875	2019	2_127	162	Yes
2_127_2019	2_127_163	1325	2019	2_127	163	Yes
2_127_2019	2_127_164	795	2019	2_127	164	Yes
2_127_2019	2_127_165	1107	2019	2_127	165	Yes
2_127_2019	2_127_166	1434	2019	2_127	166	Yes
2_127_2019	2_127_167	721	2019	2_127	167	Yes
2_127_2019	2_127_168	1823	2019	2_127	168	Yes
2_127_2019	2_127_169	2672	2019	2_127	169	Yes
2_127_2019	2_127_170	1587	2019	2_127	170	Yes
2_127_2019	2_127_171	53	2019	2_127	171	Yes
2_127_2019	2_127_173	25	2019	2_127	173	Yes
2_14_2019	2_14_108	48	2019	2_14	108	Yes
2_14_2019	2_14_109	88	2019	2_14	109	Yes
2_14_2019	2_14_110	41	2019	2_14	110	Yes
2_14_2019	2_14_111	37	2019	2_14	111	Yes
2_14_2019	2_14_112	133	2019	2_14	112	Yes
2_14_2019	2_14_113	102	2019	2_14	113	Yes
2_14_2019	2_14_114	29	2019	2_14	114	Yes
2_14_2019	2_14_115	231	2019	2_14	115	Yes
2_14_2019	2_14_116	44	2019	2_14	116	Yes
2_14_2019	2_14_118	169	2019	2_14	118	Yes
2_14_2019	2_14_119	362	2019	2_14	119	Yes
2_14_2019	2_14_120	341	2019	2_14	120	Yes
2_14_2019	2_14_121	1010	2019	2_14	121	Yes
2_14_2019	2_14_122	146	2019	2_14	122	Yes
2_14_2019	2_14_123	419	2019	2_14	123	Yes
2_14_2019	2_14_124	258	2019	2_14	124	Yes
2_14_2019	2_14_125	267	2019	2_14	125	Yes
2_14_2019	2_14_126	308	2019	2_14	126	Yes
2_14_2019	2_14_127	209	2019	2_14	127	Yes
2_14_2019	2_14_128	237	2019	2_14	128	Yes
2_14_2019	2_14_129	126	2019	2_14	129	Yes
2_14_2019	2_14_130	307	2019	2_14	130	Yes
2_14_2019	2_14_131	449	2019	2_14	131	Yes
2_14_2019	2_14_132	16	2019	2_14	132	Yes
2_14_2019	2_14_133	24	2019	2_14	133	Yes
2_14_2019	2_14_134	74	2019	2_14	134	Yes
2_14_2019	2_14_135	431	2019	2_14	135	Yes
2_14_2019	2_14_136	309	2019	2_14	136	Yes
2_14_2019	2_14_137	493	2019	2_14	137	Yes
2_14_2019	2_14_138	478	2019	2_14	138	Yes
2_14_2019	2_14_139	600	2019	2_14	139	Yes
2_14_2019	2_14_140	1292	2019	2_14	140	Yes
2_14_2019	2_14_141	1011	2019	2_14	141	Yes
2_14_2019	2_14_142	1969	2019	2_14	142	Yes
2_14_2019	2_14_143	2361	2019	2_14	143	Yes
2_14_2019	2_14_144	530	2019	2_14	144	Yes
2_14_2019	2_14_145	746	2019	2_14	145	Yes
2_14_2019	2_14_146	2753	2019	2_14	146	Yes
2_14_2019	2_14_147	10402	2019	2_14	147	Yes
2_14_2019	2_14_148	6137	2019	2_14	148	Yes
2_14_2019	2_14_149	7099	2019	2_14	149	Yes
2_14_2019	2_14_150	609	2019	2_14	150	Yes
2_14_2019	2_14_151	4576	2019	2_14	151	Yes
2_14_2019	2_14_152	5311	2019	2_14	152	Yes
2_14_2019	2_14_153	3495	2019	2_14	153	Yes
2_14_2019	2_14_154	4695	2019	2_14	154	Yes
2_14_2019	2_14_155	5408	2019	2_14	155	Yes
2_14_2019	2_14_156	5922	2019	2_14	156	Yes
2_14_2019	2_14_157	4139	2019	2_14	157	Yes
2_14_2019	2_14_158	7544	2019	2_14	158	Yes
2_14_2019	2_14_159	6979	2019	2_14	159	Yes
2_14_2019	2_14_160	4084	2019	2_14	160	Yes
2_14_2019	2_14_161	1916	2019	2_14	161	Yes
2_14_2019	2_14_162	3309	2019	2_14	162	Yes
2_14_2019	2_14_163	3204	2019	2_14	163	Yes
2_14_2019	2_14_164	974	2019	2_14	164	Yes
2_14_2019	2_14_165	2084	2019	2_14	165	Yes
2_14_2019	2_14_166	2271	2019	2_14	166	Yes
2_14_2019	2_14_167	1158	2019	2_14	167	Yes
2_14_2019	2_14_168	3395	2019	2_14	168	Yes
2_14_2019	2_14_169	3107	2019	2_14	169	Yes
2_14_2019	2_14_170	1067	2019	2_14	170	Yes
2_14_2019	2_14_174	13	2019	2_14	174	Yes
2_14_2019	2_14_178	6316	2019	2_14	178	Yes
2_14_2019	2_14_179	7547	2019	2_14	179	Yes
2_14_2019	2_14_180	5711	2019	2_14	180	Yes
2_14_2019	2_14_181	2823	2019	2_14	181	Yes
2_14_2019	2_14_182	6388	2019	2_14	182	Yes
2_14_2019	2_14_183	10955	2019	2_14	183	Yes
2_14_2019	2_14_184	8866	2019	2_14	184	Yes
2_14_2019	2_14_185	18	2019	2_14	185	Yes
2_14_2019	2_14_186	1	2019	2_14	186	Yes
2_14_2019	2_14_187	2	2019	2_14	187	Yes
2_14_2018	2_14_143	225	2018	2_14	143	Yes
2_14_2018	2_14_144	635	2018	2_14	144	Yes
2_14_2018	2_14_145	1186	2018	2_14	145	Yes
2_14_2018	2_14_146	1254	2018	2_14	146	Yes
2_14_2018	2_14_147	240	2018	2_14	147	Yes
2_14_2018	2_14_148	833	2018	2_14	148	Yes
2_14_2018	2_14_149	1712	2018	2_14	149	Yes
2_14_2018	2_14_150	1029	2018	2_14	150	Yes
2_14_2018	2_14_151	395	2018	2_14	151	Yes
2_14_2018	2_14_152	1470	2018	2_14	152	Yes
2_14_2018	2_14_153	377	2018	2_14	153	Yes
2_14_2018	2_14_154	296	2018	2_14	154	Yes
2_14_2018	2_14_155	294	2018	2_14	155	Yes
2_14_2018	2_14_156	135	2018	2_14	156	Yes
2_14_2018	2_14_157	163	2018	2_14	157	Yes
2_14_2018	2_14_158	450	2018	2_14	158	Yes
2_14_2018	2_14_159	430	2018	2_14	159	Yes
2_14_2018	2_14_160	609	2018	2_14	160	Yes
2_14_2018	2_14_161	401	2018	2_14	161	Yes
2_14_2018	2_14_162	1030	2018	2_14	162	Yes
2_14_2018	2_14_163	498	2018	2_14	163	Yes
2_14_2018	2_14_164	291	2018	2_14	164	Yes
2_14_2018	2_14_165	296	2018	2_14	165	Yes
2_14_2018	2_14_166	441	2018	2_14	166	Yes
2_14_2018	2_14_167	682	2018	2_14	167	Yes
2_14_2018	2_14_168	2552	2018	2_14	168	Yes
2_14_2018	2_14_169	5436	2018	2_14	169	Yes
