	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	
2018	272107463		2	77	2_77	2_77_2018	2	77	2_77	2_77_2018	6	2_77_2018	137	137	F	yes	home	272107786	272107786	272107788	272107788	272107788	8.3	21	19.9					99	814			25.2				
2018	272106833		2	8	2_8	2_8_2018	2	12	2_12	2_12_2018	6	2_12_2018	132	132	M	yes	cross	272106902	272107748	272107789	272107816	272107816	24.3	51	25.2					120	726	20.75	588	2.1	11.8	6.7	21.1	
2018	272106834		2	8	2_8	2_8_2018	2	12	2_12	2_12_2018	6	2_12_2018	132	132	F	yes	cross	272106902	272107748	272107789	272107816	272107816	21	48	25					90	726	16.5	588	3.2	12.8	10	30.1	
2018	272106832		2	8	2_8	2_8_2018	2	12	2_12	2_12_2018	6	2_12_2018	132	132	F	yes	cross	272106902	272107748	272107789	272107816	272107816	20.5	48	25.4					80	726			1	4.6	5		
2018	272106835		2	8	2_8	2_8_2018	2	8	2_8	2_8_2018	6	2_8_2018	132	132	M	yes	home	272106902	272106902	272107789	272107789	272107789	22.3	48	25.4					130	726	19.25	588	1	12.7	4.9	14.2	
2018	272107440		2	80	2_80	2_80_2018	2	80	2_80	2_80_2018	6	2_80_2018	132	132	M	yes	home	272106904	272106904	272107256	272107256	272107256	19.4	40	23.1					56	825	16.75	697	54.1	13.6	3	40.5	
2018	272107444		2	80	2_80	2_80_2018	2	80	2_80	2_80_2018	6	Unknown	132		F	yes	home	272106904	272106904	272107256	272107256	263114244	10	18	20.3					180	825			2.1	29.2	4.6		
2018	272107443		2	80	2_80	2_80_2018	2	86	2_86	2_86_2018	6	2_102_2018	132	136	M	yes	cross	272106904	272106907	272107256	272106824	272106915	17.8	36	22.8					130	825	16.5	697	8.5	31	4.5	23.9	
2018	272107442		2	80	2_80	2_80_2018	2	86	2_86	2_86_2018	6	2_102_2018	132	136	F	yes	cross	272106904	272106907	272107256	272106824	272106915	18.3	35	23.1					118	825	13.5	697	11	32	5	26.6	
2018	272106977		2	82	2_82	2_82_2018	2	82	2_82	2_82_2018	5	2_117_2018	155	137	F	yes	home	272107596	272107596	272106974	272106974	263114341	19.5	55	26					180	728	16.5	661	7.4	16.7	6.1	24.9	
2018	272106979		2	82	2_82	2_82_2018	2	82	2_82	2_82_2018	5	2_117_2018	155	137	M	yes	home	272107596	272107596	272106974	272106974	263114341	24	58	29.2					138	728	19.5	661	2.5	13.8	15.7	29.7	
2018	272106975		2	82	2_82	2_82_2018	2	82	2_82	2_82_2018	5	2_82_2018	155	155	M	yes	home	272107596	272107596	272106974	272106974	272106974	19.3	56	26.7					60	728	16.5	661	1.3	14.4	7.4		
2018	272106976		2	82	2_82	2_82_2018	2	82	2_82	2_82_2018	5	2_82_2018	155	155	F	yes	home	272107596	272107596	272106974	272106974	272106974	15.8	49.5	24.7					132	728	15	661	5.4	5.5	6.6		
2018	272106978		2	82	2_82	2_82_2018	2	82	2_82	2_82_2018	5	2_117_2018	155	137	F	yes	home	272107596	272107596	272106974	272106974	263114341	20.5	52	27.1					57	728	17.75	661	2	32.3	8.4		
2018	272107448		2	86	2_86	2_86_2018	2	80	2_80	2_80_2018	6	2_80_2018	132	132	M	yes	cross	272106907	272106904	272106824	272107256	272107256	21.5	57.5	25.9					76	888	17.25	698	2.5	18.8	10.4	19.7	
2018	272107446		2	86	2_86	2_86_2018	2	86	2_86	2_86_2018	6	2_117_2018	132	137	M	yes	home	272106907	272106907	272106824	272106824	263114341	24.8	59	26					141	888	19.5	698	2.4	20.2		10.7	
2018	272107445		2	86	2_86	2_86_2018	2	86	2_86	2_86_2018	6	2_117_2018	132	137	M	yes	home	272106907	272106907	272106824	272106824	263114341	24.6	58	28.6					95	888	18	698	2.4	9.4	8	12.7	
2018	272107449		2	86	2_86	2_86_2018	2	86	2_86	2_86_2018	6	2_117_2018	132	137	F	yes	home	272106907	272106907	272106824	272106824	263114341	22.4	49	25.7					128	888	18.5	698	3.4	30.1	4.5	17	
2018	272107447		2	86	2_86	2_86_2018	2	86	2_86	2_86_2018	6	2_117_2018	132	137	M	yes	home	272106907	272106907	272106824	272106824	263114341	21.1	49	26.1					149	888	18.75	698	0.6	2.3	8	28.4	
2018	272107428		2	95	2_95	2_95_2018	2	112	2_112	2_112_2018	6	Unknown	132		F	yes	cross	272107161	272106903	272107124	272107690	263114244	9.8	38	23.4					138	724			0.5	22.9			
2018	272107430		2	95	2_95	2_95_2018	2	112	2_112	2_112_2018	6		132		M	yes	cross	272107161	272106903	272107124	272107690		13	38	23.7					64	724			8.5	31	20.5		
2018	272107431		2	95	2_95	2_95_2018	2	112	2_112	2_112_2018	6	2_112_2018	132	132	F	yes	cross	272107161	272106903	272107124	272107690	272107690	13	35.5	23.5					107	724			3.8	18.6	5.4		
2018	272107429		2	95	2_95	2_95_2018	2	95	2_95	2_95_2018	5	2_124_2018	132	129	F	yes	home	272107161	272107161	272107124	272107124	272107503	17	48	24.4					199	724		653	0.5	32	0.9	33.5	
2018	272107432		2	95	2_95	2_95_2018	2	95	2_95	2_95_2018	5	2_124_2018	132	129	F	yes	home	272107161	272107161	272107124	272107124	272107503	18.5	48.5	24.2					116	724	15.5	653	0.5	13.1	6.8	43.4	
2018	272106947		4	101	4_101	4_101_2018	4	101	4_101	4_101_2018	6		136		F	yes	home	272107258	272107258	272107425	272107425		21	41	24					94	790	18	572	0.7	11.9	3.6	14.2	
2018	272106948		4	101	4_101	4_101_2018	4	101	4_101	4_101_2018	6		136		F	yes	home	272107258	272107258	272107425	272107425		21.5	47	24.6					94	790	23.5	572	0.6			49.9	
2018	272106953		4	18	4_18	4_18_2018	4	18	4_18	4_18_2018	6	4_18_2018	138	138	F	yes	home	272107812	272107812	272107426	272107426	272107426	20.3	42.5	24.1					65	737	18.75	650	0.5	12.8	4.1	12.4	
2018	272106954		4	18	4_18	4_18_2018	4	18	4_18	4_18_2018	6		138		M	yes	home	272107812	272107812	272107426	272107426		19.5	40	24					68	737	18.75	650	2.4	8.3	2.4	28.5	
2018	272106955		4	18	4_18	4_18_2018	4	93	4_93	4_93_2018	6	4_90_2018	138	136	F	yes	cross	272107812	156181156	272107426	240134830	239160615	17	41	24.1					94	737	16.75	650	1	9.2	8.3	31.9	
2018	272106956		4	18	4_18	4_18_2018	4	93	4_93	4_93_2018	6	4_93_2018	138	138	F	yes	cross	272107812	156181156	272107426	240134830	240134830	17.5	39	24.5					117	737	19	650	4.2	22.5	5.1	44.2	
2018	272107590		4	61	4_61	4_61_2018	4	61	4_61	4_61_2018	6	4_93_2018	132	138	F	yes	home	240134898	240134898	259122329	259122329	240134830	20.5	55	25.2					157	796	15	566	2.1	25.7	7.7	7.4	
2018	272107589		4	61	4_61	4_61_2018	4	61	4_61	4_61_2018	6	4_61_2018	132	132	F	yes	home	240134898	240134898	259122329	259122329	259122329	24	49	20.9					109	796	17.5	566	1.9	17.7	13.8	13.4	
2018	272107588		4	61	4_61	4_61_2018	4	61	4_61	4_61_2018	6	4_93_2018	132	138	F	yes	home	240134898	240134898	259122329	259122329	240134830	22	59	26					105	796	17	566	2.4	12.5		18.5	
2018	272107587		4	61	4_61	4_61_2018	4	63	4_63	4_63_2018	6	4_61_2018	133	132	F	yes	cross	240134898	272107764	259122329	263114147	259122329	24.5	60	26.1						796	18	566	0.8	15.7	8.1	10.5	
2018	272107692		4	62	4_62	4_62_2018	4	61	4_61	4_61_2018	6	4_93_2018	132	138	F	yes	cross	272107219	240134898	unk	259122329	240134830	21	48	26					122	788	18.75	700	3.5	24.8	4.9	20	
2018	272107691		4	62	4_62	4_62_2018	4	61	4_61	4_61_2018	6	4_61_2018	132	132	M	yes	cross	272107219	240134898	unk	259122329	259122329	22	43	25.3					60	788	19.5	700	0.8	19.3	4.6	20.9	
2018	272107593		4	63	4_63	4_63_2018	4	62	4_62	4_62_2018	6		133		M	yes	cross	272107764	272107219	263114147	unk		21	43	24.1					89	841	18.75	603	1.3	18.3	4.2	66.4	
2018	272107597		4	63	4_63	4_63_2018	4	62	4_62	4_62_2018	6		133		M	yes	cross	272107764	272107219	263114147	unk		20.5	37	24.2					96	841	18.5	603	0.7	23	10.8	117.7	
2018	272107595		4	63	4_63	4_63_2018	4	63	4_63	4_63_2018	6	4_61_2018	133	132	M	yes	home	272107764	272107764	263114147	263114147	259122329	24.5	44	26.6					58	841	18	603	1.3	14.4		7.8	
2018	272107592		4	63	4_63	4_63_2018	4	63	4_63	4_63_2018	6	4_63_2018	133	133	M	yes	home	272107764	272107764	263114147	263114147	263114147	19	38	22.5					123	841	15	603	1.6	3.3	4.6	13.8	
2018	272107594		4	63	4_63	4_63_2018	4	63	4_63	4_63_2018	6	4_63_2018	133	133	F	yes	home	272107764	272107764	263114147	263114147	263114147	14	24	21.9					183	841	18	603	1.5	17.5		58.1	
2018	272107591		4	63	4_63	4_63_2018	4	63	4_63	4_63_2018	6	4_61_2018	133	132	F	yes	home	272107764	272107764	263114147	263114147	259122329	21	46	24.4					104	841	20.75	603	1.3	5.8	11.4	121.7	
2018	272107296		4	71	4_71	4_71_2018	4	71	4_71	4_71_2018	5		141		M	yes	home	272107779	272107779	272107693	272107693		23	53	26					86	721	17.5	647	1.7	13.3	8.4	22.4	
2018	272107294		4	71	4_71	4_71_2018	4	71	4_71	4_71_2018	5		141		F	yes	home	272107779	272107779	272107693	272107693		22	55	25.6					116	721	18	647	3.3		3.8	23.1	
2018	272107291		4	71	4_71	4_71_2018	4	71	4_71	4_71_2018	5		141		F	yes	home	272107779	272107779	272107693	272107693		23	55	25.8					164	721	17	647	4.6	11.9	4.6	35.6	
2018	272107295		4	71	4_71	4_71_2018	4	71	4_71	4_71_2018	5	4_71_2018	141	141	M	yes	home	272107779	272107779	272107693	272107693	272107693	22	53	25.1					88	721	17.5	647	0.8	7.7	5.7	57.2	
2018	272107293		4	71	4_71	4_71_2018	4	71	4_71	4_71_2018	5	4_72_2018	141	133	M	yes	home	272107779	272107779	272107693	272107693	239159375	20	45	24.3					137	721	16.25	647	2.8	34.6	17.1	64.9	
2018	272106940		4	72	4_72	4_72_2018	4	72	4_72	4_72_2018	6	4_71_2018	133	141	M	yes	home	272107298	272107298	239159375	239159375	272107693	23.5	44	23.8					90	825	13.5	666	0.5	2.4	3.2	21.6	
2018	272106936		4	72	4_72	4_72_2018	4	72	4_72	4_72_2018	6	4_72_2018	133	133	M	yes	home	272107298	272107298	239159375	239159375	239159375	25.5	50	24.5					80	825	21.5	666	1	3.2	4	43.9	
2018	272106939		4	72	4_72	4_72_2018	4	80	4_80	4_80_2018	5		133		F	yes	cross	272107298	272107599	239159375	263114115		21.5	49	25.5					170	825	16	666	7.9	2.1	2.6	16.1	
2018	272106935		4	72	4_72	4_72_2018	4	80	4_80	4_80_2018	5		133		F	yes	cross	272107298	272107599	239159375	263114115		19.5	46	22.8					40	825	16.5	666	1.5	14	2.8	24.1	
2018	272106937		4	72	4_72	4_72_2018	4	unk	#N/A	4_unk_2018						yes	unk	272107298	unk	239159375	239159375		25	53	25.7					110	825		666	1.6	14.8	6	12.6	No RBCs collected
2018	272106938		4	72	4_72	4_72_2018	4	unk	#N/A	4_unk_2018						yes	unk	272107298	unk	239159375	239159375		20	43	23.6					60	825	15.75	666	1.9	10.6	2.5	47.3	No RBCs collected
2018	272107268		4	80	4_80	4_80_2018	4	72	4_72	4_72_2018	6	4_71_2018	133	141	M	yes	cross	272107599	272107298	263114115	239159375	272107693	25	57	24.8					75	875	20.25	715	0.5	10.7	4	0.8	
2018	272107270		4	80	4_80	4_80_2018	4	72	4_72	4_72_2018	6	4_71_2018	133	141	F	yes	cross	272107599	272107298	263114115	239159375	272107693	23.5	56	25.8					110	875	18.5	715	1.8	10.4	6.2	14.1	
2018	272107267		4	80	4_80	4_80_2018	4	72	4_72	4_72_2018	6	4_72_2018	133	133	M	yes	cross	272107599	272107298	263114115	239159375	239159375	23	54	25.1					70	875	19.5	715	4	19.6	5.8	23.5	
2018	272107269		4	80	4_80	4_80_2018	4	80	4_80	4_80_2018	5		133		F	yes	home	272107599	272107599	263114115	263114115		21	52	24					95	875	17.25	715	1.2	8.2	2.6	14.4	
2018	272107266		4	80	4_80	4_80_2018	4	80	4_80	4_80_2018	5		133		M	yes	home	272107599	272107599	263114115	263114115		21.5	53	25.7					35	875	18.5	715	1.8	6.6	3.1	19	
2018	272106942		4	90	4_90	4_90_2018	4	101	4_101	4_101_2018	6		136		F	yes	cross	272107261	272107258	239160615	272107425		20	43	25.6					53	743			1.3	4.7	6		
2018	272106944		4	90	4_90	4_90_2018	4	101	4_101	4_101_2018	6		136		F	yes	cross	272107261	272107258	239160615	272107425		22	52	25.6					161	743			1.9	10	3.5		
2018	272106945		4	90	4_90	4_90_2018	4	101	4_101	4_101_2018	6		136		F	yes	cross	272107261	272107258	239160615	272107425		20.5	55	25					108	743			0.5	5.1	3.2		
2018	272106941		4	90	4_90	4_90_2018	4	90	4_90	4_90_2018	6	4_72_2018	136	133	M	yes	home	272107261	272107261	239160615	239160615	239159375	17.5	38.5	23.6					50	743			3.9	2.7	2.1		
2018	272106943		4	90	4_90	4_90_2018	4	90	4_90	4_90_2018	6	4_90_2018	136	136	F	yes	home	272107261	272107261	239160615	239160615	239160615	14.5	41	23.8					103	743			0.5	5	2.2		
2018	272106946		4	90	4_90	4_90_2018	4	90	4_90	4_90_2018	6	4_90_2018	136	136	M	yes	home	272107261	272107261	239160615	239160615	239160615	9	35	22.1					180	743							
2018	272106866		4	93	4_93	4_93_2018	4	93	4_93	4_93_2018	6	4_90_2018	138	136	M	yes	home	156181156	156181156	240134830	240134830	239160615	21	45	24.5					61	781	17	672	2.8	17.3	8.9	23.6	
2018	272106864		4	93	4_93	4_93_2018	4	93	4_93	4_93_2018	6	4_90_2018	138	136	F	yes	home	156181156	156181156	240134830	240134830	239160615	22	47	25.4					117	781	19.75	672	3.7	9.4	10.3	32.8	
2018	272106865		4	93	4_93	4_93_2018	4	93	4_93	4_93_2018	6	4_90_2018	138	136	M	yes	home	156181156	156181156	240134830	240134830	239160615	20.8	37	24.6					180	781	18	672	8.7	10.1	10.6	37.2	
2018	272106863		4	93	4_93	4_93_2018	4	93	4_93	4_93_2018	6	4_90_2018	138	136	F	yes	home	156181156	156181156	240134830	240134830	239160615	22	50	25.8					61	781	18.75	672	2.3	7	3.9	41.4	
2019	281128743		1	105	1_105	1_105_2019	1	105	1_105	1_105_2019	5	1_105_2019	135	135		yes	home	281128701	281128701	262125449	262125449	262125449	16.5	42	24.8	284	308	277	233	61	757	15.75	619	5.8	23.6	1.3	24	
2019	281128747		1	105	1_105	1_105_2019	1	105	1_105	1_105_2019	5	1_105_2019	135	135		yes	home	281128701	281128701	262125449	262125449	262125449	12.5	37	24	280	217	186		96	757			6.5	13.6	2.6		
2019	281128744		1	105	1_105	1_105_2019	1	47	1_47	1_47_2019	5	1_86_2019	135	143		yes	cross	281128701	278172224	262125449	272106628	272107529	17.3	43	24.5	276	346	276	229	175	757	16.5	619	2.3	16.8	2.6	28.7	
2019	281128746		1	105	1_105	1_105_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	cross	281128701	272107809	262125449	262125966	262125966	14.8	41	24.3	307	327	245	184	43	757	13.5	619	0.7	15.7	1.9	14.3	
2019	281128745		1	105	1_105	1_105_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	cross	281128701	272107809	262125449	262125966	262125966	16.5	45.5	24.5	253	261	232	205	78	757	14.5	619	0.6	5.3	2.1	14.5	
2019	278172285		1	47	1_47	1_47_2019	1	105	1_105	1_105_2019	5	1_105_2019	135	135		yes	cross	278172224	281128701	272106628	262125449	262125449	17.5	51	25.7	258	248	202	212	141	738	14.75	602	4.5	34.6	3.2	18.2	
2019	278172283		1	47	1_47	1_47_2019	1	47	1_47	1_47_2019	5	1_86_2019	135	143		yes	home	278172224	278172224	272106628	272106628	272107529	18	47	24.5	225		256	180	92	738	16.5	602	4.3	40.5	3	27.7	
2019	278172286		1	47	1_47	1_47_2019	1	47	1_47	1_47_2019	5	1_86_2019	135	143		yes	home	278172224	278172224	272106628	272106628	272107529	13	35	22.5	168	199	185		178	738			1.6	40.8	5.7		
2019	278172284		1	47	1_47	1_47_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	cross	278172224	272107809	272106628	262125966	262125966	14	45	24.3	243	198	248		76	738			6.9	29.5	3.1		
2019	281128679		1	58	1_58	1_58_2019	1	134	1_134	1_134_2019	6	Unknown	142			yes	cross	281128704	278172232	281128653	unk	272106615	22.5	54	26.3	193	217	217	167	105	730	20	548	0.5	23.1	2.1	14.4	Male is from 2018 1.121 but is a perfect match and has other EPY in a different nest too.
2019	281128677		1	58	1_58	1_58_2019	1	134	1_134	1_134_2019	6	Unknown	142			yes	cross	281128704	278172232	281128653	unk	272106615	22	54	25.7	209	227	252	261	35	730	17.5	548	1.3	17.1	3.2	21.8	Male is from 2018 1.121 but is a perfect match and has other EPY in a different nest too.
2019	281128678		1	58	1_58	1_58_2019	1	58	1_58	1_58_2019	4	1_58_2019	143	143		yes	home	281128704	281128704	281128653	281128653	281128653	20.5	48	24.5	188	171	254	182	68	730	18	548	6.7	16.1	7.6	9.9	
2019	281128805		1	81	1_81	1_81_2019	1	105	1_105	1_105_2019	5	1_105_2019	135	135		yes	cross	272107809	281128701	262125966	262125449	262125449	18	54	25.4	114	185	206	240		779	19	640		36.9	7.4	14.7	
2019	281128801		1	81	1_81	1_81_2019	1	47	1_47	1_47_2019	5	1_47_2019	135	135		yes	cross	272107809	278172224	262125966	272106628	272106628	17	48	24.2	169	233	201	180	65	779	16.5	640	8	40.4	7.5	30.3	
2019	281128802		1	81	1_81	1_81_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	home	272107809	272107809	262125966	262125966	262125966	17	42	24.5	127	167	181	222	120	779	16.75	640	5.8	17.2	3.5	8.5	
2019	281128803		1	81	1_81	1_81_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	home	272107809	272107809	262125966	262125966	262125966	16.5	49	24.1	184	179	210	228	90	779	16.75	640	10.1	38.1	2.9	20.7	
2019	281128804		1	81	1_81	1_81_2019	1	81	1_81	1_81_2019	6	1_81_2019	135	135		yes	home	272107809	272107809	262125966	262125966	262125966	14	35	23.1	141			235	174	779	16.75	640	11.7			25.1	
2019	281128680		1	86	1_86	1_86_2019	1	58	1_58	1_58_2019	4	1_58_2019	143	143		yes	cross	278172233	281128704	272107529	281128653	281128653	13	35	23.3	176	171	176	198	35	748	10	551	0.5	1	2.9	8.7	
2019	281128682		1	86	1_86	1_86_2019	1	86	1_86	1_86_2019	5	1_86_2019	143	143		yes	home	278172233	278172233	272107529	272107529	272107529	16	42	24.1	180	187	200	228	140	748	16.5	551	4.4	41	3.6	26.2	
2019	281128681		1	86	1_86	1_86_2019	1	86	1_86	1_86_2019	5	1_79_2019	143	156		yes	home	278172233	278172233	272107529	272107529	278171397	17	37	24.6	186	228	199	192	90	748	17.25	551	1.2	4.8	2.7	27.6	
2019	278172273		2	101	2_101	2_101_2019	2	101	2_101	2_101_2019	6	Unknown	131			yes	home	278172147	278172147	278172199	278172199	272107256	19.5	53	23.2	186		165	245	65	778	16.5	541	11	25.9	12.8	26	
2019	278172274		2	101	2_101	2_101_2019	2	101	2_101	2_101_2019	6	Unknown	131			yes	home	278172147	278172147	278172199	278172199	272107256	16.5	44	23	182	193	165	125		778	12.25	541			9.2	32.5	
2019	278172272		2	101	2_101	2_101_2019	2	101	2_101	2_101_2019	6	Unknown	131			yes	home	278172147	278172147	278172199	278172199	272107256	18.5	54	24.7	179	180	133	210	65	778	15.5	541	8.2	63.1	17.5	49.5	
2019	278172275		2	101	2_101	2_101_2019	2	101	2_101	2_101_2019	6	Unknown	131			yes	home	278172147	278172147	278172199	278172199	272107256	16.5	48	24.5	190	181	155	190	90	778	15	541	16.6	34.7	8.4	49.6	
2019	278172276		2	101	2_101	2_101_2019	2	78	2_78	2_78_2019	4	2_72_2019	131	144		yes	cross	278172147	278171896	278172199	272107256	278172288	20	55	26	183	150	143	179	95	778	14.5	541	6.5	80.2	10.9		
2019	281128725		2	103	2_103	2_103_2019	2	103	2_103	2_103_2019	6	2_105_2019	129	140		yes	home	272107786	272107786	272106664	272106664	281128742	23.3	56	25.6	200	218	214		127	813	17	633	5.1	19	3.8	29.8	
2019	281128721		2	103	2_103	2_103_2019	2	103	2_103	2_103_2019	6	2_105_2019	129	140		yes	home	272107786	272107786	272106664	272106664	281128742	22	51	24.7	193	227	222	234	125	813	17	633	7.5	37.7	5.4	32.1	
2019	281128723		2	103	2_103	2_103_2019	2	103	2_103	2_103_2019	6	2_103_2019	129	129		yes	home	272107786	272107786	272106664	272106664	272106664	21	48	25.7	181	197	224	170	52	813	16.5	633	3.6	41.7	9	52.2	
2019	281128722		2	103	2_103	2_103_2019	2	68	2_68	2_68_2019	8	2_111_2019	129	125		yes	cross	272107786	272106822	272106664	263114244	259122557	19.5	45	24.4	175	195	229	225	61	813	15.5	633	0.7	54	7.3	15.2	
2019	281128720		2	103	2_103	2_103_2019	2	68	2_68	2_68_2019	8	2_68_2019	129	129		yes	cross	272107786	272106822	272106664	263114244	263114244	22	48	26.3	188	197	227	256	52	813	16.5	633	1.7	17.6	6	30.7	
2019	281128724		2	103	2_103	2_103_2019	2	68	2_68	2_68_2019	8	2_111_2019	129	125		yes	cross	272107786	272106822	272106664	263114244	259122557	24.5	50	26.2	186	216	220	234	75	813	16	633	11.7	21	4.7	48	
2019	281128756		2	105	2_105	2_105_2019	2	105	2_105	2_105_2019	6	2_105_2019	140	140		yes	home	278172158	278172158	281128742	281128742	281128742	14.5	44	24.6	184	182	197	181	142	742	15	547	1.2	20.7	4.3	30.3	
2019	281128759		2	105	2_105	2_105_2019	2	105	2_105	2_105_2019	6	2_103_2019	140	129		yes	home	278172158	278172158	281128742	281128742	272106664	9.8	25	21.4						742	9	547					
2019	281128758		2	105	2_105	2_105_2019	2	107	2_107	2_107_2019	7		140			yes	cross	278172158	278171876	281128742	263114244		11.5	36	23.9	180	183	161	205	93	742	17	547	9	20	2.3	79.7	no match
2019	281128757		2	105	2_105	2_105_2019	2	6	2_6	2_6_2019	5	2_32_2019	140	135		yes	cross	278172158	278172157	281128742	278172161	278172169	22.8	49	26.1	154	175	216	250	45	742	20.5	547	2.8	6.1	3.6	18.1	
2019	281128755		2	105	2_105	2_105_2019	2	6	2_6	2_6_2019	5	2_32_2019	140	135		yes	cross	278172158	278172157	281128742	278172161	278172169	18	45	25.7	187	163	205	184	34	742	19	547	1.8	10.6	2.6	32	
2019	278171891		2	109	2_109	2_109_2019	2	109	2_109	2_109_2019	5	2_109_2019	133	133		yes	home	278172149	278172149	272106847	272106847	272106847	18.5	54	25.8	173	166	206	233	123	851	15	593	52.8	25	3.5	41.7	
2019	278171890		2	109	2_109	2_109_2019	2	109	2_109	2_109_2019	5	2_109_2019	133	133		yes	home	278172149	278172149	272106847	272106847	272106847	18	53.5	25.9	159	164	196	222	112	851	13.5	593	26	24.9	4.8	59	
2019	278171887		2	109	2_109	2_109_2019	2	19	2_19	2_19_2019	5	2_68_2019	133	129		yes	cross	278172149	272107284	272106847	unk	263114244	16.5	48	25	173	177	176	218	75	851	12	593	49.4	44.5	3.4	9.7	
2019	278171889		2	109	2_109	2_109_2019	2	19	2_19	2_19_2019	5		133			yes	cross	278172149	272107284	272106847	unk		17	53	25.3	184	191	157	157	110	851	15	593	16	71.4	7	53.4	no match
2019	278171888		2	109	2_109	2_109_2019	2	118	#N/A	2_118_2019	5		133			yes	cross	278172149	unk	272106847	unk		17.5	51	25.5	178	112	188	280	72	851	14.75	593	52.3	103.7	4.6	57.3	"Must be from 2.118, but that female abandoned before first capture so don't have any records. Also not a perfect match for any male even without removing female alleles though several are at 8/9."
2019	281128713		2	111	2_111	2_111_2019	2	111	2_111	2_111_2019	5	2_111_2019	125	125		yes	home	272107739	272107739	259122557	259122557	259122557	16.5	45	22.4	165	178	179	198	131	743	15.5	659	2.7	30.4	8.1	15.6	
2019	281128712		2	111	2_111	2_111_2019	2	111	2_111	2_111_2019	5	1_79_2019	125	156		yes	home	272107739	272107739	259122557	259122557	278171397	19	50	25.7	154	169	176	226	145	743	18.5	659	2.6	45.7	4.7	18.4	"Male is from 1.79, but is a perfect match for all three. Must be him."
2019	281128709		2	111	2_111	2_111_2019	2	111	2_111	2_111_2019	5	2_111_2019	125	125		yes	home	272107739	272107739	259122557	259122557	259122557	15.5	47	24.8	176	163	173	236	73	743	16	659	2.3	19.4	5.9	20.9	
2019	281128710		2	111	2_111	2_111_2019	2	111	2_111	2_111_2019	5	1_79_2019	125	156		yes	home	272107739	272107739	259122557	259122557	278171397	19	50	24.9	169	183	183	199	61	743	19	659	1.5	32	7.2	25.8	"Male is from 1.79, but is a perfect match for all three. Must be him."
2019	281128711		2	111	2_111	2_111_2019	2	111	2_111	2_111_2019	5	1_79_2019	125	156		yes	home	272107739	272107739	259122557	259122557	278171397	15.5	44.5	24.5	159	192	146	247	65	743	17	659	3.6	35.9	5.3	39.7	"Male is from 1.79, but is a perfect match for all three. Must be him."
2019	278172277		2	116	2_116	2_116_2019	2	116	2_116	2_116_2019	6	Unknown	134			yes	home	272107217	272107217	272107690	272107690	272107256	17.5	46	24.4	188	250	209	277	54	721	17.25	585	1.5	25.3	5.3	9.9	
2019	278172281		2	116	2_116	2_116_2019	2	116	2_116	2_116_2019	6	Unknown	134			yes	home	272107217	272107217	272107690	272107690	272107256	19.3	51.5	25.1	203	175	176	198	190	721	18.75	585	16.6	79.9	9.3	41.4	
2019	278172279		2	116	2_116	2_116_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	cross	272107217	278172153	272107690	278171880	278171880	16.5	51	25.6	130	129	158	216	73	721	17	585	14.3	58.3	3.9	14.1	
2019	278172280		2	116	2_116	2_116_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	cross	272107217	278172153	272107690	278171880	278171880	15.5	23.5	23.8	178	203	178	254	154	721	16	585	1	46.2	5.1	29	
2019	278172278		2	116	2_116	2_116_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	cross	272107217	278172153	272107690	278171880	278171880	15.5	50	24.5	155	155	192	234	113	721	16	585	1.7	60	4.6	31.1	
2019	281128513		2	117	2_117	2_117_2019	2	117	2_117	2_117_2019	6	2_117_2019	138	138		yes	home	278171875	278171875	281128726	281128726	281128726	11.8	29	22.5	193	209	216	194	72	797	13	584	14	7.9	4.7	33.7	
2019	281128515		2	117	2_117	2_117_2019	2	117	2_117	2_117_2019	6	Unknown	138			yes	home	278171875	278171875	281128726	281128726	272107256	13.5	29	22	205	225	208	240	102	797	13	584	1.7	19.4	3.2	36.2	
2019	281128512		2	117	2_117	2_117_2019	2	117	2_117	2_117_2019	6	2_117_2019	138	138		yes	home	278171875	278171875	281128726	281128726	281128726	15	34	23.4	181	206	208	218	64	797	14.75	584	4.5	8.6	5.3	53.1	
2019	281128514		2	117	2_117	2_117_2019	2	82	2_82	2_82_2019	6	2_82_2019	138	138		yes	cross	278171875	278171873	281128726	272106974	272106974	12	30	22.5	190	210	266	110	80	797	11.5	584	1.3	7	3	34.6	
2019	281128511		2	117	2_117	2_117_2019	2	82	2_82	2_82_2019	6	2_82_2019	138	138		yes	cross	278171875	278171873	281128726	272106974	272106974	13	27	21.8	151	194	207	182	45	797	12	584	5.3	19.3	5	56.1	
2019	281128651		2	12	2_12	2_12_2019	2	12	2_12	2_12_2019	5	2_12_2019	137	137		yes	home	278171870	278171870	278172167	278172167	278172167	13	35	23.1	149				140	801			43.5				
